['http://www.wlmq.gov.cn/gk/zfwj/2021/461054.htm', '关于印发《乌鲁木齐市公共资源交易目录 （2021年版）》的通知', '2021-01-11']
['http://www.xjtsq.gov.cn/info/2761/140835.htm', '关于阿依古丽•吐尼亚孜同志免职的通知', '2021年03月06日']
['http://www.xjtsq.gov.cn/info/2761/140834.htm', '关于汶志社同志免职的通知', '2021年03月06日']
['http://www.xjtsq.gov.cn/info/2761/140833.htm', '关于陈伟鹏同志免职的通知', '2021年01月23日']
['http://www.xjtsq.gov.cn/info/2761/140832.htm', '关于薛峥同志免职的通知', '2021年01月23日']
['http://www.xjtsq.gov.cn/info/2761/140831.htm', '关于景建武等同志职务任免的通知', '2021年01月23日']
['http://www.xjtsq.gov.cn/info/2761/140830.htm', '关于闫巍同志任职的通知', '2021年01月23日']
['http://www.xjtsq.gov.cn/info/2761/140829.htm', '关于胡浩等同志职务任免的通知', '2021年01月23日']
['http://www.xjtsq.gov.cn/info/2761/140828.htm', '关于周长华同志免职的通知', '2021年01月04日']
['http://www.xjtsq.gov.cn/info/2761/140827.htm', '关于肖予君等同志职务任免的通知', '2021年01月04日']
['http://www.xjtsq.gov.cn/info/2761/140826.htm', '关于戴寻寻等同志任职的通知', '2021年01月04日']
['http://www.xjtsq.gov.cn/info/2761/137218.htm', '关于胡海涛、郭晓伟同志职务任免的通知', '2019年07月26日']
['http://www.xjtsq.gov.cn/info/2761/137217.htm', '关于马宏文、艾克拜尔·尼牙孜同志职务任免的通知', '2019年07月26日']
['http://www.xjtsq.gov.cn/info/2761/137216.htm', '关于于莉、艾则孜·买斯地克同志职务任免的通知', '2019年06月14日']
['http://www.xjtsq.gov.cn/info/2761/137215.htm', '关于张新兵等同志职务任免的通知', '2019年06月14日']
['http://www.xjtsq.gov.cn/info/2761/137215.htm', '关于张新兵等同志职务任免的通知', '2019年06月14日']
['http://www.xjtsq.gov.cn/info/2761/137214.htm', '关于贺金军等同志任职的通知', '2019年03月08日']
['http://www.xjtsq.gov.cn/info/2761/133080.htm', '政府网站工作年度报表', '2018年02月01日']
['http://www.xjtsq.gov.cn/info/2761/137202.htm', '关于魏华同志任职的通知', '2018年02月01日']
['http://www.xjtsq.gov.cn/info/2761/137201.htm', '关于依布拉英·阿尔甫等同志任职的通知', '2018年02月01日']
['http://www.xjtsq.gov.cn/info/2761/137200.htm', '关于李振军等同志职务任免的通知', '2018年02月01日']
['http://www.xjtsq.gov.cn/info/2761/137199.htm', '关于范兵同志免职的通知', '2018年02月01日']
['http://www.xjtsq.gov.cn/info/2761/137198.htm', '关于刘俊同志免职的通知', '2018年02月01日']
['http://www.xjtsq.gov.cn/info/2761/137197.htm', '关于陈刚同志免职的通知', '2018年02月01日']
['http://www.xjtsq.gov.cn/info/2761/137196.htm', '关于左易明同志免职的通知', '2018年02月01日']
['http://www.xjtsq.gov.cn/info/2761/137195.htm', '关于陈龙同志免职的通知', '2018年02月01日']
['http://www.xjtsq.gov.cn/info/2761/137194.htm', '关于马骏等同志免职的通知', '2018年02月01日']
['http://www.xjtsq.gov.cn/info/2761/137193.htm', '关于依布拉英•阿尔甫等同志免职的通知', '2018年02月01日']
['http://www.xjtsq.gov.cn/info/2761/132798.htm', '关于天山区“靓化工程”改造提升工作情况的报告', '2017年11月01日']
['http://www.xjtsq.gov.cn/info/2761/132799.htm', '关于表彰二〇一六年度安全生产工作生产工作先进单位的通报', '2017年08月14日']
['http://www.xjtsq.gov.cn/info/2761/131906.htm', '关于李巍同志免职的通知', '2016年12月19日']
['http://www.xjtsq.gov.cn/info/2761/131905.htm', '关于尤努斯·台外库力等同志免职的通知', '2016年12月19日']
['http://www.xjtsq.gov.cn/info/2761/131904.htm', '关于王黎同志免职的通知', '2016年12月19日']
['http://www.xjtsq.gov.cn/info/2761/131903.htm', '关于左易明同志免职的通知', '2016年12月19日']
['http://www.xjtsq.gov.cn/info/2761/131902.htm', '关于左易明同志任职的通知', '2016年12月19日']
['http://www.xjtsq.gov.cn/info/2761/131901.htm', '关于姚建军同志任职的通知', '2016年12月19日']
['http://www.xjtsq.gov.cn/info/2761/131900.htm', '关于韩敏同志免职的通知', '2016年12月07日']
['http://www.xjtsq.gov.cn/info/2761/131899.htm', '关于于向潮同志免职的通知', '2016年12月07日']
['http://www.xjtsq.gov.cn/info/2761/131898.htm', '关于刘玉春同志免职的通知', '2016年12月07日']
['http://www.xjtsq.gov.cn/info/2761/131897.htm', '关于李承功同志免职的通知', '2016年12月07日']
['http://www.xjtsq.gov.cn/info/2761/131896.htm', '关于沈东同志免职的通知', '2016年12月07日']
['http://www.xjtsq.gov.cn/info/2761/131895.htm', '关于郑春娣同志免职的通知', '2016年12月07日']
['http://www.xjtsq.gov.cn/info/2761/131894.htm', '关于王艺樵同志免职的通知', '2016年12月07日']
['http://www.xjtsq.gov.cn/info/2761/131893.htm', '关于陶鹏同志任职的通知', '2016年12月07日']
['http://www.xjtsq.gov.cn/info/2761/131892.htm', '关于韩敏同志任职的通知', '2016年12月07日']
['http://www.xjtsq.gov.cn/info/2761/131891.htm', '关于常虹同志任职的通知', '2016年12月07日']
['http://www.xjtsq.gov.cn/info/2761/131890.htm', '关于王英明等同志职务任免的通知', '2016年12月07日']
['http://www.xjtsq.gov.cn/info/2761/131889.htm', '关于陈锋等同志职务任免的通知', '2016年12月07日']
['http://www.xjtsq.gov.cn/info/2761/131888.htm', '关于阿布力孜·吾守尔等同志职务任免的通知', '2016年12月07日']
['http://www.xjtsq.gov.cn/info/2761/131887.htm', '关于艾克拉木·艾尼等同志职务任免的通知', '2016年12月07日']
['http://www.xjtsq.gov.cn/info/2761/131886.htm', '关于艾力·吾普尔同志免职的通知', '2016年07月12日']
['http://www.xjtsq.gov.cn/info/2761/131885.htm', '关于吴玮同志免职的通知', '2016年07月12日']
['http://www.xjtsq.gov.cn/info/2761/131884.htm', '关于杨风丽同志免职的通知', '2016年07月12日']
['http://www.xjtsq.gov.cn/info/2761/131883.htm', '关于武禹廷同志免职的通知', '2016年07月12日']
['http://www.xjtsq.gov.cn/info/2761/131882.htm', '关于卜岩同志免职的通知', '2016年05月11日']
['http://www.xjtsq.gov.cn/info/2761/131881.htm', '关于杨军峰同志免职的通知', '2016年05月11日']
['http://www.xjtsq.gov.cn/info/2761/131880.htm', '关于艾院祥同志任职的通知', '2016年05月11日']
['http://www.xjtsq.gov.cn/info/2761/131878.htm', '关于马春辉等同志职务任免的通知', '2016年05月11日']
['http://www.xjtsq.gov.cn/info/2761/131877.htm', '关于贾徐睿等同志职务任免的通知', '2016年05月11日']
['http://www.xjtsq.gov.cn/info/2761/131876.htm', '关于王燕慧等同志职务任免的通知', '2016年05月11日']
['http://www.xjtsq.gov.cn/info/2761/131875.htm', '关于于铁锋等同志职务任免的通知', '2016年05月11日']
['http://www.xjtsq.gov.cn/info/2761/131874.htm', '关于薛鹏武等同志职务任免的通知', '2016年05月11日']
['http://www.xjtsq.gov.cn/info/2761/131873.htm', '关于韩晓芳等同志职务任免的通知', '2016年05月11日']
['http://www.xjtsq.gov.cn/info/2761/131872.htm', '关于艾克拜尔·艾力同志免职的通知', '2016年03月23日']
['http://www.xjtsq.gov.cn/info/2761/131871.htm', '关于余荣才同志免职的通知', '2016年03月23日']
['http://www.xjtsq.gov.cn/info/2761/131870.htm', '关于亚尔买买提·阿布力克木同志任职的通知', '2016年03月23日']
['http://www.xjtsq.gov.cn/info/2761/131869.htm', '关于图尔荪麦麦提·如则麦麦提同志任职的通知', '2016年03月23日']
['http://www.xjtsq.gov.cn/info/2761/131868.htm', '关于帕提古姑丽·阿不都热西提同志任职的通知', '2016年03月23日']
['http://www.xjtsq.gov.cn/info/2761/131867.htm', '关于穆拉提江·帕尔哈提同志任职的通知', '2016年03月23日']
['http://www.xjtsq.gov.cn/info/2761/131866.htm', '关于麦合莫提江·阿不力米提同志任职的通知', '2016年03月23日']
['http://www.xjtsq.gov.cn/info/2761/131865.htm', '关于陈晓梦同志免职的通知', '2016年02月26日']
['http://www.xjtsq.gov.cn/info/2761/131864.htm', '关于宋爱平等同志任职的通知', '2016年02月26日']
['http://www.xjtsq.gov.cn/info/2761/131863.htm', '关于李媛等同志职务任免的通知', '2016年02月26日']
['http://www.xjtsq.gov.cn/info/2761/131862.htm', '关于帕提曼·塞曼代尔等同志任职的通知', '2016年02月26日']
['http://www.xjtsq.gov.cn/info/2761/131861.htm', '关于常丽峰等同志职务任免的通知', '2016年02月26日']
['http://www.xjtsq.gov.cn/info/2761/131859.htm', '关于蔡文金等同志任职的通知', '2016年02月26日']
['http://www.xjtsq.gov.cn/info/2761/131858.htm', '关于马存喜等同志任职的通知', '2016年02月26日']
['http://www.xjtsq.gov.cn/info/2761/131857.htm', '关于冯海蓉等同志职务任免的通知', '2016年02月26日']
['http://www.xjtsq.gov.cn/info/2761/131855.htm', '关于任兰霞等同志任职的通知', '2016年02月26日']
['http://www.xjtsq.gov.cn/info/2761/131854.htm', '关于何宁等同志职务任免的通知', '2016年02月26日']
['http://www.xjtsq.gov.cn/info/2761/131853.htm', '关于董小一等同志任职的通知', '2016年02月26日']
['http://www.xjtsq.gov.cn/info/2761/131852.htm', '关于徐梁等同志职务任免的通知', '2016年02月26日']
['http://www.xjtsq.gov.cn/info/2761/131851.htm', '关于范焱等同志职务任免的通知', '2016年02月26日']
['http://www.xjtsq.gov.cn/info/2761/131850.htm', '关于于莉等同志职务任免的通知', '2016年02月26日']
['http://www.xjtsq.gov.cn/info/2761/131849.htm', '关于穆小莉等同志任职的通知', '2016年02月26日']
['http://www.xjtsq.gov.cn/info/2761/131848.htm', '关于安旭东同志任职的通知', '2016年01月06日']
['http://www.xjtsq.gov.cn/info/2761/131919.htm', '关于调整天山区气象灾害防御工作领导小组的通知', '2015年11月18日']
['http://www.xjtsq.gov.cn/info/2761/120432.htm', '关于调整天山区气象灾害防御工作领导小组', '2015年11月18日']
['http://www.xjtsq.gov.cn/info/2761/131998.htm', '关于李亚龙等同志职务任免的通知', '2015年11月13日']
['http://www.xjtsq.gov.cn/info/2761/131997.htm', '关于徐静同志免职的通知', '2015年11月13日']
['http://www.xjtsq.gov.cn/info/2761/131996.htm', '关于徐静同志免职的通知', '2015年11月13日']
['http://www.xjtsq.gov.cn/info/2761/131995.htm', '关于王晓光同志免职的通知', '2015年11月13日']
['http://www.xjtsq.gov.cn/info/2761/131994.htm', '关于张晓峰同志免职的通知', '2015年11月13日']
['http://www.xjtsq.gov.cn/info/2761/131993.htm', '关于罗合曼·热合曼同志免职的通知', '2015年11月13日']
['http://www.xjtsq.gov.cn/info/2761/131992.htm', '关于杨丽同志免职的通知', '2015年11月13日']
['http://www.xjtsq.gov.cn/info/2761/131991.htm', '关于翟蓄东同志免职的通知', '2015年11月13日']
['http://www.xjtsq.gov.cn/info/2761/131990.htm', '关于买买提·吾守尔同志免职的通知', '2015年11月13日']
['http://www.xjtsq.gov.cn/info/2761/131989.htm', '关于马兰花等同志职务任免的通知', '2015年11月13日']
['http://www.xjtsq.gov.cn/info/2761/131988.htm', '关于温志刚等同志职务任免的通知', '2015年11月13日']
['http://www.xjtsq.gov.cn/info/2761/131987.htm', '关于尕斌同志免职的通知', '2015年09月01日']
['http://www.xjtsq.gov.cn/info/2761/131986.htm', '关于乌斯曼·吐尔逊同志免职的通知', '2015年09月01日']
['http://www.xjtsq.gov.cn/info/2761/131985.htm', '关于李歧盛同志免职的通知', '2015年09月01日']
['http://www.xjtsq.gov.cn/info/2761/131984.htm', '关于刘志江同志免职的通知', '2015年09月01日']
['http://www.xjtsq.gov.cn/info/2761/131983.htm', '关于乌斯曼·达吾提同志免职的通知', '2015年08月13日']
['http://www.xjtsq.gov.cn/info/2761/131982.htm', '关于常明林同志免职的通知', '2015年08月13日']
['http://www.xjtsq.gov.cn/info/2761/131981.htm', '关于孔媛同志免职的通知', '2015年08月13日']
['http://www.xjtsq.gov.cn/info/2761/131980.htm', '关于叶志军等同志免职的通知', '2015年08月13日']
['http://www.xjtsq.gov.cn/info/2761/131979.htm', '关于美丽古丽·吾守尔同志免职的通知', '2015年08月13日']
['http://www.xjtsq.gov.cn/info/2761/131978.htm', '关于古丽巴哈·阿不力孜同志免职的通知', '2015年08月13日']
['http://www.xjtsq.gov.cn/info/2761/131977.htm', '关于谢淳同志免职的通知', '2015年08月13日']
['http://www.xjtsq.gov.cn/info/2761/131976.htm', '关于阿孜古丽·买买提同志免职的通知', '2015年08月13日']
['http://www.xjtsq.gov.cn/info/2761/131975.htm', '关于日阳古丽·艾沙同志免职的通知', '2015年08月13日']
['http://www.xjtsq.gov.cn/info/2761/131974.htm', '关于樊忠毅同志免职的通知', '2015年08月13日']
